#GENE SYNS
C10orf143	LINC00959
HERC2	D15F37S1,jdf2,p528
ANGPT4	.
HERC3	KIAA0032
HESX1	ANF,RPX
HEXA	.
HEXB	.
HEY1	bHLHb31,CHF2,CHF-2,HERP2,HESR1,HESR-1,HRT-1
HEY2	bHLHb32,HERP1,HESR2
HNRNPCL2	HNRNPCP5
HEYL	bHLHb33,HESR3,HEY3
CFH	HF2,ARMD4,ARMS1,FHL1,HUS,ARMD4,ARMS1,FHL1,HUS,ARMD4,ARMS1,FHL1,HUS
HFE	HLA-H
HJV	HFE2,haemojuvelin,hemojuvelin,HFE2A,JH,RGMC
CFHR1	HFL2,CFHL,FHR1,H36-1,H36-2,CFHL,FHR1,H36-1,H36-2,CFHL,FHR1,H36-1,H36-2,CFHL,FHR1,H36-1,H36-2,CFHL,FHR1,H36-1,H36-2
ANGPTL1	ANGPT3,ANG3,AngY,ARP1
CFHR2	CFHL2,HFL3,FHR2,FHR2
HGD	AKU,HGO
APELA	ELA,Ende,tdl
HGF	DFNB39,F-TCF,HGFB,HPTA,SF
HGFAC	HGFA,HGFAP
SMIM30	LINC00998
UMAD1	RPA3-AS1,RPA3OS
HGS	Hrs,Vps27,ZFYVE8
ABCB8	EST328128,MABC1,M-ABC1
ANGPTL2	ARP2,HARP
HHEX	PRHX,HEX,HOX11L-PEN
HHLA1	PLA2L
HHLA2	B7-H5,B7H7,B7y
HHLA3	.
HIBADH	NS5ATP1
HIBCH	.
HIC1	ZBTB29,ZNF901
ANGPTL3	ANGPT5
HIF1A	bHLHe78,HIF1,HIF-1alpha,MOP1,PASD8
HINT1	HINT,PRKCNH1,PKCI-1,PKCI-1
HIP1	ILWEQ
UBE2K	HIP2,HYPG,UBC1
HIPK3	DYRK6,FIST3,PKY,YAK1
AK6	CINAP
HIRA	TUPLE1,DGCR1,TUP1
HIRIP3	.
PRAMEF26	.
PRAMEF25	.
PRAMEF33	PRAMEF33P
ANK1	ANK,SPH1
HIVEP1	ZNF40,CIRIP,CRYBP1,MBP-1,PRDII-BF1,Schnurri-1,ZAS1,ZNF40A
HIVEP2	HIV-EP2,MBP-2,MIBP1,Schnurri-2,ZAS2,ZNF40B
HK1	.
HK2	.
HK3	.
PFDN6	HKE2,H2-KE2,KE-2,PFD6
SLC39A7	HKE4,D6S2244E,H2-KE4,KE4,RING5,ZIP7
C2orf92	LINC01125
HKR1	ZNF875
CEBPZOS	CEBPZ-AS1
ZSCAN22	HKR2,ZNF50
ANK2	LQT4
ZBTB48	HKR3,TZAP,ZNF855
HLA-A	.
HLA-B	AS
HLA-C	HLA-JY3,PSORS1
HLA-DMA	D6S222E,RING6
HLA-DMB	D6S221E,RING7
HLA-DOA	HLA-DNA,HLA-DZA,HLA-D0-alpha,HLA-D0-alpha
HLA-DOB	.
HLA-DPA1	HLA-DP1A
TMEM262	.
CCDC182	.
ARMH2	C6orf229
PRR23D2	.
ANK3	.
HLA-DPB1	HLA-DP1B
GOLGA6L19	.
HLA-DQA1	HLA-DQA,CELIAC1
PRR23D1	.
FAM231AP	FAM231A
HLA-DQA2	HLA-DXA
HLA-DQB1	HLA-DQB,CELIAC1,IDDM1
HLA-DQB2	HLA-DXB
HLA-DRA	HLA-DRA1
HLA-DRB1	HLA-DR1B
ANKRD2	ARPP
FAM231BP	FAM231B
FAM231C	.
FAM231D	.
HLA-DRB3	HLA-DR3B
HLA-DRB4	HLA-DR4B
HLA-DRB5	.
C11orf97	LINC01171
CCDC192	LINC01183
NBPF26	.
IQANK1	.
RIPK4	ANKRD3,ANKK2,DIK,PKK,RIP4
HLA-E	.
HLA-F	.
SMIM31	LINC01207
HLA-G	.
TRPA1	ANKTM1
MR1	HLALS
HLCS	HCS
HLF	MGC33822
HLX	HLX1,HB24
MNX1	HLXB9,HB9,HOXHB9,SCRA1
HMBS	PORC,UPS
HMGB1	HMG1,DKFZp686A04236,HMG3,SBP-1
HMGN1	HMG14,FLJ27265,FLJ31471,MGC104230,MGC117425
SMIM10L1	.
HMGN2	HMG17
HMGN4	HMG17L3,NHC
A1BG	.
ABCB9	EST122234
ANPEP	PEPN,gp150,LAP1,p150,gp150,LAP1,p150
HMGB2	HMG2
HMG20A	FLJ10739,HMGX1,HMGXB1
HMG20B	BRAF25,BRAF35,HMGX2,HMGXB2,SMARCE1r,SOXL
HMGXB4	HMG2L1,THC211630
HMGB3	HMG4,HMG2A,MGC90319
HMGCL	HL
HMGCR	.
HMGCS1	HMGCS
HMGCS2	.
HMGA2	HMGIC,BABL,LIPO
HMGA1	HMGIY
HMMR	CD168,RHAMM
HMOX1	bK286B10,HO-1
HMOX2	HO-2
HMX1	H6,NKX5-3
HMX2	NKX5-2
HMX3	NKX5-1
FOXA1	HNF3A
FOXA2	HNF3B
FOXA3	HNF3G
HNF4A	TCF14,HNF4,NR2A1,HNF4,NR2A1,HNF4,NR2A1
HNF4G	NR2A2
HNMT	.
GOLGA6L22	.
HNRNPA0	HNRPA0,hnRNPA0
HNRNPA1	HNRPA1,ALS20,hnRNPA1,hnRNP-A1
HNRNPA2B1	HNRPA2B1
HNRNPAB	HNRPAB,ABBP1,FLJ40338
HNRNPC	HNRPC,hnRNPC
HNRNPD	AUF1,HNRPD
HNRNPDL	HNRPDL,JKTBP,laAUF1
HNRNPF	HNRPF
HNRNPH1	HNRPH1,hnRNPH
HNRNPH2	HNRPH2,FTP3,hnRNPH',HNRPH'
HNRNPH3	HNRPH3,2H9
HNRNPK	HNRPK,CSBP,TUNP
HNRNPL	HNRPL
HNRNPM	NAGR1,CEAR,HNRNPM4,HNRPM4,HTGR1,CEAR,HNRNPM4,HNRPM4,HTGR1
HNRNPR	HNRPR,hnRNP-R
HNRNPU	NCRNA00201,FLJ30202,FLJ37978,hnRNPU,SAF-A,FLJ30202,FLJ37978,hnRNPU,SAF-A,FLJ30202,FLJ37978,hnRNPU,SAF-A,FLJ30202,FLJ37978,hnRNPU,SAF-A
CTXND1	LINC01314
TLX1	HOX11,TCL3
TLX2	HOX11L1,Enx,NCX,Tlx2
PIGBOS1	.
NBDY	LINC01420,NoBody
PNMA6E	.
DUX4	.
HOXA1	HOX1,HOX1F
ABCC1	MRP,MRP1,GS-X,GS-X
HOXA10	HOX1,HOX1H
HOXA11	HOX1,HOX1I
HOXA13	HOX1,HOX1J
HOXA2	HOX1K
HOXA3	HOX1,HOX1E
HOXA4	HOX1,HOX1D
HOXA5	HOX1,HOX1C
HOXA6	HOX1,HOX1B
HOXA7	HOX1,HOX1A
HOXA9	HOX1,HOX1G
HOXB1	HOX2,HOX2I
HOXB13	.
HOXB2	HOX2,HOX2H
HOXB3	HOX2,HOX2G
HOXB4	HOX2,HOX2F
HOXB5	HOX2,HOX2A
HOXB6	HOX2,HOX2B
HOXB7	HOX2,HOX2C
CFAP99	.
HOXB8	HOX2,HOX2D
HOXB9	HOX2,HOX2E
HOXC10	HOX3I
HOXC11	HOX3H
PRAMEF27	.
HNRNPCL3	.
C10orf142	.
PANO1	PANO
C11orf98	C11orf48
GVQW3	.
HOXC12	HOX3,HOX3F
POTEB3	.
TMEM265	.
SCGB1C2	.
TBC1D3K	.
TBC1D3L	.
RNF225	.
HOXC13	HOX3,HOX3G
KIAA2012	.
C5orf67	.
MEIKIN	.
C7orf77	.
C8orf89	.
CLDN34	.
HOXC4	HOX3,HOX3E
CT45A7	.
CT45A8	.
CT45A9	.
CT45A10	.
HOXC5	HOX3,HOX3D
HOXC6	HOX3,HOX3C
HOXC8	HOX3,HOX3A
HOXC9	HOX3,HOX3B
HOXD1	HOX4,HOX4G
HOXD10	HOX4,HOX4D
HNRNPCL4	.
HOXD11	HOX4,HOX4F
HOXD12	HOX4H
HOXD13	HOX4I,SPD
HOXD3	HOX4,HOX4A
TMIGD3	AD026
HOXD4	HOX4,HOX4B
HOXD8	HOX4,HOX4E
HOXD9	HOX4,HOX4C
HP	.
HPCA	.
HPCAL1	BDR1,HLP2,VILIP-3
HPD	PPD,4HPPD,4-HPPD,GLOD3
SPDYE16	.
HPGD	SDR36C1
HPN	TMPRSS1
HPR	.
HPRT1	HPRT,HGPRT
C1GALT1C1L	.
HPS1	HPS,BLOC3S1
HPSE	HPA,HPSE1,HSE1
CROCC2	.
HPX	.
UQCRHL	.
GVQW2	.
HR	ALUNC,AU
HRAS	HRAS1
ERAS	HRAS2,HRASP
AGFG1	HRB,RAB,RIP
KRR1	HRB2,RIP-1
AGFG2	HRBL,RABR
HRC	MGC133236
KLF18	.
HRG	HPRG,HRGP
TP53TG3E	.
TP53TG3F	.
HRH1	.
GSG1L2	.
CBSL	.
HRH2	.
U2AF1L5	.
OPN1MW3	.
HRH3	GPCR97
SMIM11B	.
HRK	DP5
PRMT2	HRMT1L1,MGC111373
PRMT1	HRMT1L2,ANM1,HCP1
PRMT8	HRMT1L3,HRMT1L4
CCDC188	.
CRYAA2	.
HES1	HRY,bHLHb39,FLJ20408,Hes1,HES-1
HS2ST1	KIAA0448
HS3ST1	3OST1
HS3ST2	3OST2
HS3ST3A1	30ST3A1,3OST3A1
HS3ST3B1	30ST3B1,3OST3B1
ABCC10	EST182763,MRP7,SIMRP7
HS3ST4	3OST4
HS6ST1	HS6ST
HSBP1	.
HSD11B1	HSD11,HSD11B,SDR26C1,SDR26C1
HSD11B2	SDR9C3
HSD17B1	EDHB17,HSD17,MGC138140,SDR28C1,HSD17,MGC138140,SDR28C1
HSD17B2	HSD17,SDR9C2
HSD17B3	SDR12C2
HSD17B4	DBP,MFE-2,SDR8C1
HSD17B7	PRAP,SDR37C1
HSD3B1	HSD3B,HSDB3,SDR11E1,SDR11E1
HSD3B2	SDR11E2
HSF1	HSTF1
HSF2	.
HSF2BP	.
HSF4	CTM
TEX13C	.
TEX13D	.
DNAJB2	HSJ1,CMT2T,HSPF3
KCNE1B	.
LY6L	.
DNAJA1	HSJ2,dj-2,hdj-2,HSPF4,NEDD7
HSPA1A	HSPA1,HSP70-1
HSPA1B	HSP70-2
HSPA1L	HSP70-HOM,hum70t
HSPA2	.
HSPA4	HS24/P52,HSPH2
HSPA5	GRP78,BiP
TMEM269	.
TEX50	.
NPY4R2	CH17-360D5.1
LBHD2	.
TEX51	.
FAM237A	.
SIK1B	.
HSPA6	HSP70B'
FAM240A	.
MYMX	MINION
TEX48	.
HSFX3	.
HSFX4	.
HSPA8	HSPA10,HSC70,HSC71,HSP73
ELOA3C	.
HSPA9	HSPA9B,GRP75,mot-2,mthsp75,PBP74
HSPB1	CMT2F,Hs.76067,Hsp25,HSP27,HSP28
HSPB2	Hs.78846,MKBP
HSPB3	HSPL27
HSPB7	cvHSP
HSP90AA1	HSPCA,FLJ31884,Hsp89,Hsp90,HSP90N,FLJ31884,Hsp89,Hsp90,HSP90N
HSP90AB1	HSPC2,HSPCB
HSPD1	SPG13,GroEL,HSP60
FAM236B	.
FAM236C	.
FAM236D	.
HSPE1	CPN10,EPF,GroES,HSP10
DNAJB1	HSPF1,Hsp40,RSPH16B,Sis1
DNAJC4	HSPF2,MCG18
HSPG2	SJS1,perlecan,PRCAN
KAT5	HTATIP,cPLA2,ESA1,HTATIP1,PLIP,TIP60,ZC2HC5
HTATSF1	TAT-SF1
FOXN2	HTLF
HTN1	HIS1
HTN3	HIS2
HTR1A	ADRB2RL1,ADRBRL1,5-HT1A,5-HT1A
HTR1B	5-HT1B,5-HT1DB,HTR1D2,S12
HTR1D	HTRL,5-HT1D,HT1DA,RDC4
HTR1E	5-HT1E
HTR1F	5-HT1F,HTR1EL
HTR2A	HTR2,5-HT2A
HTR2B	5-HT(2B),5-HT2B
HTR2C	HTR1C,5-HT2C,5HTR2C
HTR3A	HTR3,5-HT3A,5-HT3R
HTR3B	5-HT3B
HTR4	5-HT4
ABCC2	CMOAT,cMRP,DJS,MRP2
HTR5A	5-HT5A
HTR6	5-HT6,5-HT6R
HTR7	5-HT7
TMEM225B	.
HUS1	.
HTD2	.
PNMA6F	PNMA6BL
EDDM13	.
TNC	HXB,MGC167029,TN,MGC167029,TN
HYAL1	HYAL-1,LUCA1
HYAL2	LUCA2,LuCa-2
HYAL3	LUCA14,LUCA-3,Minna14
HYAL4	.
IAPP	AMYLIN,DAP,IAP
ANXA1	ANX1,LPC1
IARS	IARS1,ILRS
NOD2	IBD1,BLAU,CD,CLR16.3,NLRC2,PSORAS1,BLAU,CD,CLR16.3,NLRC2,PSORAS1
ANXA10	ANX14
IBSP	BSP,BSP-II,SP-II
C1orf232	.
PNMA8C	.
SPRR5	.
MYOCOS	.
ICA1	ICA69,ICAp69
FAM240B	.
C3orf85	FLJ22763
EXOC1L	.
SMIM28	.
MBD3L2B	.
C17orf113	.
CCDC194	.
GNG14	.
ICAM1	BB2,CD54
CTXND2	.
CCDC195	.
MDFIC2	.
IQCM	.
UPK3BL2	.
ICAM2	CD102
ICAM3	CD50,CDW50,ICAM-R
ICAM4	LW,CD242
ICAM5	TLCN,TLN
ANXA11	ANX11
ICMT	HSTE14,PCCMT,PPMT
ICOS	AILIM,CD278
IRF8	ICSBP1,ICSBP,IRF-8
MRPL58	ICT1,DS-1
ANXA13	ANX13
ID1	bHLHb24,dJ857M17.1.2
ID2	bHLHb26,GIG8
EEF1AKMT4	.
ASDURF	.
ID3	bHLHb25,HEIR-1
ID4	bHLHb27
CSNKA2IP	.
REELD1	.
TMEM271	.
SMIM32	.
PRRT1B	DSPD2,IFITMD8
TEX52	.
MARCOL	.
SMIM33	.
C12orf81	hCG1648055
LMLN2	.
TLE7	chico
PMIS2	IFITMD9
SMIM34B	.
SPEM3	.
C19orf85	.
SMIM36	.
TEX53	.
ANXA2	CAL1H,LPC2D,LIP2,LIP2,LIP2,LIP2
TEX54	.
IDE	.
IDH1	.
IDH2	.
IDH3A	.
IDH3B	RP46
IDH3G	.
IDI1	.
IDS	SIDS
IDUA	MPS1
IER3	DIF-2,IEX-1,IEX-1L,PRG1
IER5	.
CFI	IF,C3b-INA,FI,KAF
IFI16	IFNGIP1,PYHIN2
IFI27	FAM14D,ISG12,P27
IFI30	GILT,IFI-30,IP30,IP-30,MGC32056
IFI35	IFP35
ABCC3	cMOAT2,EST90757,MLP2,MOAT-D,MRP3
SP110	IFI41,IFI75
IFIT1	IFI56,IFNAI1,GARG-16,GARG-16,GARG-16
IFIT2	IFI54,cig42,GARG-39,IFI-54,ISG-54K,cig42,GARG-39,IFI-54,ISG-54K
ANXA3	ANX3
IFIT3	IFIT4,CIG-49,GARG-49,IFI60,IRG2,ISG60,RIG-G
IFITM1	IFI17,46631,CD225,DSPA2a
IFITM2	1-8D,DSPA2c
IFITM3	1-8U,DSPA2b
IFNA1	IFL,IFN,IFNA@,IFNA13,IFN-ALPHA,IFN-alphaD
IFNA10	IFN-alphaC
IFNA13	.
ANXA4	ANX4
IFNA14	IFN-alphaH,LEIF2H
IFNA16	IFN-alphaO
IFNA17	IFN-alphaI,LEIF2C1
IFNA2	IFNA,IFN-alphaA
IFNA21	IFN-alphaI
IFNA4	IFN-alpha4a,MGC142200
IFNA5	IFN-alphaG
IFNA6	IFN-alphaK
IFNA7	IFNA-J,IFN-alphaJ
IFNA8	IFN-alphaB
ANXA5	ANX5,ENX2
IFNAR1	IFNAR,IFRC
IFNAR2	IFNABR
IFNB1	IFNB,IFB,IFF
IFNG	.
IFNGR1	IFNGR,CD119
ANXA6	ANX6
IFNGR2	IFNGT1,AF-1
IFNW1	.
ANXA7	ANX7
IFRD1	PC4,TIS7
IFRD2	IFNRP,SKMc15,SM15
ANXA8	ANX8
IGBP1	IBP1
IGF1	IGF1A,IGFI,IGF-I
IGF1R	CD221,IGFIR,IGFR,JTK13,MGC18216
IGF2	C11orf43,FLJ44734,IGF-II
IGF2R	CD222,CI-M6PR,CIMPR,CI-MPR,M6P-R,MPR1,MPR300,MPRI
IGFALS	ALS
IGFBP1	IBP1,AFBP,hIGFBP-1,IGF-BP25,PP12
ANXA9	ANX31
IGFBP2	IBP2
IGFBP3	BP-53,IBP3
IGFBP4	BP-4,HT29-IGFBP,IBP4,IGFBP-4
IGFBP5	.
IGFBP6	.
IGFBP7	FSTL2,IGFBP-7,MAC25,PSF
AOAH	.
AOC2	DAO2,RAO
ABCC4	EST170205,MOATB,MOAT-B,MRP4
AOC3	HPAO,VAP1,VAP-1
AOX1	AO,AOH1
AP1B1	CLAPB2,AP105A,BAM22,AP105A,BAM22
IGHMBP2	CATF1,CMT2S,HCSA,HMN6,SMARD1,SMUBP2,ZFAND7
AP1G1	ADTG,CLAPG1
AP1G2	G2AD
SYNRG	AP1GBP1,MGC104959,SYNG
AP1M2	AP1-mu2,HSMU1B,mu2
AP1S1	EKV3,AP19,SIGMA1A,WUGSC:H_DJ0747G18.2,AP19,SIGMA1A,WUGSC:H_DJ0747G18.2
ABCC5	EST277145,MOAT-C,MRP5,SMRP
AP1S2	MRXS5,PGS,SIGMA1B,SIGMA1B,SIGMA1B
AP2A1	ADTAA,CLAPA1
AP2A2	CLAPA2,DKFZP564D1864,HIP9,HYPJ,KIAA0899,DKFZP564D1864,HIP9,HYPJ,KIAA0899
AP2B1	ADTB2,CLAPB1
AP2M1	CLAPM1,AP50,mu2
AP2S1	HHC3,FBH3,FBHOk,FBH3,FBHOk
AP3B1	ADTB3A,HPS2
AP3B2	NAPTB
AP3D1	ADTD
AP3M1	.
ABCC6	PXE,EST349056,MLP1,MRP6,URG7,EST349056,MLP1,MRP6,URG7
AP3M2	AP47B,CLA20
AP3S2	sigma3b
JCHAIN	IGJ,IGCJ,JCH
AP4B1	SPG47,BETA-4
RBPJ	RBPSUH,CBF1,IGKJRB,KBF2,RBP-J,RBPJK,SUH,CBF1,IGKJRB,KBF2,RBP-J,RBPJK,SUH
AP4E1	AP-4-EPSILON,SPG51
AP4M1	MU-4,MU-ARP2,SPG50
AP4S1	AP47B,CLA20,SPG52
APAF1	APAF-1,CED4
APBA1	MINT1,D9S411E,X11
APBA2	X11L,D15S1518E,HsT16821,LIN-10,MGC:14091,D15S1518E,HsT16821,LIN-10,MGC:14091
APBA3	mint3,X11L2
APBB1	RIR,Fe65
APBB2	FE65L,FE65L1,MGC35575
APC	DP2,DP2.5,DP3,PPP1R46
APCS	MGC88159,PTX2,SAP
APEH	D3S48E,DNF15S2
APEX1	APEX,APE,APE-1,APEN,APX,HAP1,REF1,REF-1
IGLL1	IGLL,14.1,CD179B,IGL5,IGVPB
ATG12	APG12L,APG12
ATG5	APG5L,APG5,ASP,hAPG5
ABCC8	SUR,ABC36,HHF1,HI,MRP8,PHHI,SUR1,TNDM2,ABC36,HHF1,HI,MRP8,PHHI,SUR1,TNDM2
BIRC2	API1,cIAP1,c-IAP1,hiap-2,MIHB,RNF48
BIRC3	API2,cIAP2,c-IAP2,hiap-1,MALT2,MIHC,RNF49
XIAP	API3,BIRC4,hILP,hILP
BIRC5	API4,EPR-1,survivin
API5	AAC11,AAC-11,API5L1
IGSF1	IGCD1,IGDC1,INHBP,KIAA0364,MGC75490,PGSF2
CD101	IGSF2,V7
IGSF3	EWI-3,MGC117164,V8
CADM1	TSLC1,BL2,IGSF4A,NECL2,Necl-2,RA175,ST17,SYNCAM,SYNCAM1,BL2,IGSF4A,NECL2,Necl-2,RA175,ST17,SYNCAM,SYNCAM1
IGSF5	JAM4
IGSF6	DORA
IHH	BDA1,HHG2
IK	RED,RER
ELP1	IKBKAP,IKAP,IKI3,TOT1,IKAP,IKI3,TOT1
IKBKB	IKK2,IKKB,IKK-beta,NFKBIKB
IKBKG	IP2,FIP3,FIP-3,Fip3p,IKK-gamma,NEMO,ZC2HC9,FIP3,FIP-3,Fip3p,IKK-gamma,NEMO,ZC2HC9
IL10	CSIF,IL-10,IL10A,TGIF
IL10RA	IL10R,CD210,CD210a,CDW210A,HIL-10R
IL10RB	D21S66,CDW210B,CRF2-4,IL-10R2,CDW210B,CRF2-4,IL-10R2,CDW210B,CRF2-4,IL-10R2
IL11	AGIF,IL-11
IL11RA	.
IL12A	NKSF1,CLMF,IL-12A,NFSK,p35
APLP1	APLP
IL12B	NKSF2,CLMF,CLMF2,IL-12B,NKSF
IL12RB1	IL12RB,CD212
IL12RB2	.
IL13	ALRH,BHR1,IL-13,MGC116786,MGC116788,MGC116789,P600
IL13RA1	CD213a1,IL-13Ra,NR4
IL13RA2	CD213a2,CT19,IL13BP,IL-13R
IL15	IL-15,MGC9721
IL15RA	CD215,IL-15RA
APLP2	APPL2,APPH
IL16	FLJ16806,FLJ42735,HsT19289,IL-16,LCF,prIL-16
IL17A	IL17,IL-17,IL-17A,IL-17,IL-17A
IL17B	IL-17B,IL-20,MGC138900,MGC138901,NIRF,ZCYTO7
IL17C	CX2,IL-17C,IL-21,MGC126884,MGC138401
IL17D	FLJ30846,IL-17D,IL-22,IL27,IL-27
IL17RA	IL17R,CD217,CDw217,hIL-17R,IL-17RA
IL18	IGIF,IL-18,IL1F4,IL-1g
IL18BP	IL18BPa
IL18R1	CD218a,IL1RRP,IL-1Rrp
IL18RAP	AcPL,CD218b
IL19	IL-10C,IL-19,MDA1,NG.1,ZMDA1
IL1A	IL1,IL-1A,IL1-ALPHA,IL1F1
IL1B	IL-1B,IL1-BETA,IL1F2
IL1R1	IL1RA,CD121A,D2S1473,CD121A,D2S1473
IL1R2	IL1RB,CD121b
IL1RAP	C3orf13,IL1R3,IL-1RAcP
IL1RAPL1	MRX34,IL1R8,OPHN4,TIGIRR-2,IL1R8,OPHN4,TIGIRR-2,IL1R8,OPHN4,TIGIRR-2,IL1R8,OPHN4,TIGIRR-2
IL1RAPL2	IL1R9,IL-1R9,IL1RAPL-2,TIGIRR-1
IL1RL1	DER4,FIT-1,IL33R,ST2,ST2L,ST2V,T1
IL1RL2	IL1RRP2,IL1R-rp2
ABCC9	CMD1O,SUR2
APOA1	.
IL1RN	ICIL-1RA,IL1F3,IL1RA,IL-1RN,IRAP,MGC10430
IL2	IL-2,TCGF
IL20	IL10D,IL-20,ZCYTO10
IL20RA	IL-20R1,ZCYTOR7
IL20RB	FNDC6,DIRS1,IL-20R2,MGC34923
IL21	IL-21,Za11
IL21R	CD360
IL2RA	IDDM10,IL2R,CD25,CD25
IL2RB	IL15RB,CD122
APOA2	.
IL2RG	IMD4,SCIDX1,CD132,CD132,CD132
IL3	IL-3,MCGF,MGC79398,MGC79399,MULTI-CSF
IL3RA	CD123,CD123
IL4	BCGF1,BCGF-1,BSF1,IL-4,MGC79402
IL4R	CD124
IL5	EDF,IL-5,TRF
IL5RA	IL5R,CD125,CDw125
IL6	IFNB2,BSF2,HGF,HSF,IL-6
IL6R	CD126
APOA4	.
IL6ST	CD130,GP130
IL7	IL-7
IL7R	CD127
CXCL8	IL8,3-10C,AMCF-I,b-ENAP,GCP1,GCP-1,IL-8,K60,LECT,LUCT,LYNAP,MDNCF,MONAP,NAF,NAP1,NAP-1,SCYB8,TSG-1
CXCR1	IL8RA,CD181,CDw128a,CKR-1,CD181,CDw128a,CKR-1
CXCR2	IL8RB,CD182,CMKAR2
IL9	HP40,IL-9,P40
APOB	.
IL9R	CD129
FOXK2	ILF,ILF1
ILF2	NF45
ILF3	DRBP76,MPHOSPH4,MPP4,NF90,NFAR-1
APOBEC1	APOBEC-1,BEDP,CDAR1,HEPR
ILK	.
ILVBL	209L8,AHAS,FLJ39061,HACL1L,ILV2H,MGC1269,MGC19535
IMMT	HMP,Mic60,MINOS2,P87,P89
APOBEC2	ARCD1,ARP1
IMPA1	IMPA
IMPA2	.
IMPDH1	RP10,LCA11,sWSS2608
IMPDH2	.
IMPG1	SPACR,GP147,IPM150
INA	NEF5,NF-66
INCENP	FLJ31633
IDO1	IDO,INDO
ING1	p24ING1c,p33,p33ING1,p33ING1b,p47,p47ING1a
ING2	ING1L,p33ING2
INHA	.
INHBA	.
INHBB	.
INHBC	.
INMT	.
APOC1	.
INPP1	.
INPP4A	INPP4
INPP4B	.
INPP5A	5PTASE
INPP5B	.
INPP5D	hp51CN,SHIP,SHIP1
INPPL1	SHIP2
INS	IDDM1,IDDM2
INSIG1	CL-6,MGC1405
INSL3	RLNL,MGC119818,MGC119819,RLF
INSL4	EPIL
INSL5	.
INSL6	RIF1
APOC2	.
INSM1	IA1,IA-1
INSR	CD220
INSRR	IRR
AQP12B	INSSA3
ABCD1	ALD,adrenoleukodystrophy,ALDP,AMN
APOC3	.
FOXP3	IPEX,AIID,DIETER,JM2,PIDX,SCURFIN,XPID
PDX1	IPF1,IDX-1,MODY4,PDX-1,STF-1
IPP	KLHL27
APOC4	.
IQGAP1	HUMORFA01,KIAA0051,p195,SAR1
IQGAP2	.
IRAK1	IRAK,pelle
IRAK2	.
IREB2	IRP2
IRF1	MAR
IRF2	.
IRF3	.
IRF4	MUM1,LSIRF
APOD	.
IRF5	.
IRF6	VWS,OFC6,VWS1,OFC6,VWS1
IRF7	.
IRS1	HIRS-1
IRS2	.
IRS4	IRS-4,PY160
IRX4	.
APOE	AD2
ISG20	CD25,HEM45
IRF9	ISGF3G
ISL1	Isl-1,ISLET1
ISLR	HsT17563
ITGA1	CD49a,VLA1
ITGA10	.
ITGA11	HsT18964
ITGA2	CD49B,CD49b
ITGA2B	GP2B,CD41,CD41B,PPP1R93
ITGA3	MSK18,CD49c,GAP-B3,VCA-2,VLA3a
ITGA4	CD49D,CD49d
ITGA5	FNRA,CD49e
ITGA6	CD49f
ITGA7	.
ITGA8	.
ITGA9	ALPHA-RLC,ITGA4L,RLC
ITGAD	ADB2,CD11d
ITGAE	CD103,HUMINAE
ITGAL	CD11A,LFA-1
ITGAM	CR3A,CD11b,MAC-1,CD11b,MAC-1
APOF	.
ITGAV	VNRA,VTNR,CD51,CD51,CD51
ITGAX	CD11C,CD11c
ITGB1	MSK12,CD29,GPIIA,CD29,GPIIA,CD29,GPIIA
ITGB1BP2	CHORDC3
ITGB2	MFI7,LFA-1,MAC-1,LFA-1,MAC-1
ITGB3	GP3A,CD61,GPIIIa
ITGB3BP	CENPR,HSU37139,NRIF3,TAP20
ITGB4	CD104
EIF6	ITGB4BP,b(2)gcn,p27BBP,b(2)gcn,p27BBP
APOH	B2G1,BG
ITGB5	.
ITGB6	.
ITGB7	.
ITGB8	.
ITGBL1	OSCP,TIED
ITIH1	H1P,IATIH,ITIH
ITIH2	H2P
ITIH3	H3P
ITIH4	ITIHL1,H4P,IHRP
ITK	EMT,LYK,PSCTK2
STT3A	ITM1,MGC9042,STT3-A,TMC
ITM2A	BRICD2A,E25A
ITM2B	BRI,BRI2,BRICD2B,E25B,E3-16
ITM2C	BRI3,BRICD2C,E25,hRPC.1050_D_4,ITM3
ITPA	C20orf37,dJ794I6.3,HLC14-06-P
ITPK1	.
ITPKA	IP3-3KA,IP3KA
ITPKB	IP3-3KB,IP3KB
APOL1	APOL
ITPR1	SCA29,ACV,Insp3r1,IP3R1,PPP1R94,ACV,Insp3r1,IP3R1,PPP1R94,ACV,Insp3r1,IP3R1,PPP1R94
ITPR2	CFAP48,IP3R2
ITPR3	IP3R3
ITSN1	SH3D1A,MGC134948,MGC134949,SH3P17,MGC134948,MGC134949,SH3P17
ITSN2	SH3D1B,KIAA1256,PRO2015,SH3P18,SWA,SWAP
IVD	ACAD2
IVL	.
JAG1	JAGL1,AHD,AWS,CD339,HJ1,AHD,AWS,CD339,HJ1
JAG2	.
APOL2	APOL-II
JAK1	JAK1B,JAK1A,JTK3
JAK2	JTK10
JAK3	JAK-3,JAK3_HUMAN,JAKL,LJAK,L-JAK
JARID2	JMJ
JRK	jerky,JH8
APP	AD1
JRKL	HHMJG
JTB	hJT,PAR
JUN	AP-1,c-Jun
JUNB	.
JUND	AP-1
JUP	CTNNG,DP3,DPIII,PDGB,PKGB
NAE1	APPBP1,APP-BP1,ula-1
CD82	ST6,IA4,R2,TSPAN27,IA4,R2,TSPAN27
